,CC,CD,DT,EX,IN,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
623,5,0,50,1,41,20,1,2,0,5,39,14,0,30,0,0,5,15,0,0,1,10,11,19,2,8,1,1,1,0,1,6.5886075949367084,0,6,3,15,158
624,5,0,13,0,16,7,1,0,0,0,12,10,0,12,0,0,8,9,0,0,1,7,6,9,3,2,2,0,0,0,2,6.455882352941177,0,3,2,6,68
625,3,3,27,1,22,19,0,1,0,3,24,18,1,18,0,0,2,9,0,0,0,7,9,16,4,4,2,2,0,0,1,6.224806201550388,0,4,4,13,129
626,3,0,19,1,22,13,0,0,0,3,25,6,0,11,0,0,9,7,0,1,0,4,7,14,3,3,2,0,2,0,2,5.5777777777777775,1,5,4,9,90
627,6,1,28,0,25,10,0,0,0,6,28,10,0,13,0,0,8,6,0,0,1,3,8,12,4,4,0,1,2,0,3,6.223404255319149,2,2,3,8,94
628,3,2,38,0,35,16,2,0,0,4,48,12,0,14,0,0,6,9,0,1,1,10,12,13,3,12,2,5,2,0,2,6.093959731543624,1,8,3,12,149
629,1,0,15,1,9,8,0,0,0,2,13,7,0,8,0,0,2,7,0,0,1,7,5,7,3,1,0,0,0,0,1,5.724137931034483,0,0,2,7,58
630,7,0,31,0,23,7,0,2,0,6,26,15,0,16,0,0,5,8,0,0,3,8,12,12,5,4,1,2,1,0,4,6.663636363636364,2,4,4,11,110
631,4,3,38,2,25,20,1,1,0,7,25,16,0,20,0,0,8,18,0,0,0,9,17,12,9,9,3,7,1,1,1,5.914893617021277,2,0,3,16,141
632,3,0,33,0,23,12,0,0,0,5,42,14,0,13,0,0,7,8,0,0,0,13,16,18,3,17,1,0,2,0,1,6.546153846153846,0,1,2,13,130
633,7,2,28,2,35,22,0,1,0,9,26,21,1,16,0,0,9,17,0,0,3,9,18,12,6,5,0,6,1,0,0,6.331081081081081,0,0,4,13,148
634,1,3,9,1,8,5,0,0,0,0,10,6,0,8,0,0,3,3,0,0,1,5,4,5,1,0,0,0,0,0,1,5.630434782608695,1,1,2,6,46
635,3,0,24,0,24,9,1,1,0,3,27,19,0,11,0,0,2,10,0,0,1,6,5,8,5,5,0,3,1,0,2,6.142857142857143,0,4,4,10,98
636,7,1,30,0,24,13,0,1,0,4,32,13,0,10,0,0,9,7,0,0,0,7,9,13,3,8,1,2,2,0,1,6.226415094339623,0,5,3,10,106
637,5,3,24,3,22,15,0,0,0,5,28,16,0,12,0,0,4,13,0,0,0,3,6,16,3,7,0,3,2,0,1,6.321428571428571,2,0,3,13,112
638,0,1,12,0,12,7,0,0,0,2,15,6,0,6,0,0,1,1,0,0,0,3,3,7,3,2,0,0,0,0,0,6.041666666666667,0,2,3,6,48
639,1,0,34,0,23,2,0,0,0,4,30,20,0,10,0,0,5,6,0,0,0,12,12,11,4,5,1,0,2,0,1,6.229166666666667,2,2,2,8,96
640,3,1,37,1,32,13,0,1,0,4,33,14,1,16,0,0,4,10,0,0,1,9,10,19,3,8,0,4,2,0,2,6.35,4,0,4,11,120
641,3,1,21,0,26,10,0,0,0,3,20,18,1,18,0,0,0,3,0,0,0,2,4,10,3,3,3,0,1,0,3,6.449438202247191,1,4,2,9,89
642,5,1,28,0,25,11,0,0,0,4,29,14,1,12,0,0,3,13,0,0,1,8,9,9,2,7,0,4,0,0,1,6.275229357798165,0,10,4,12,109
643,5,3,25,1,23,11,1,0,0,4,24,8,0,20,0,0,7,9,1,1,1,9,11,7,3,5,3,3,3,0,0,5.841121495327103,0,0,3,13,107
644,6,1,29,0,24,11,0,0,0,2,22,16,1,21,0,0,3,8,0,1,0,11,10,9,2,4,2,3,2,0,0,6.477064220183486,0,9,2,8,109
645,3,0,19,0,16,7,1,0,0,2,27,6,0,9,0,0,3,5,0,0,1,5,4,6,5,1,1,1,2,0,1,5.545454545454546,0,6,3,8,77
646,0,1,8,0,8,6,1,1,0,1,9,6,0,8,0,0,0,4,0,0,0,3,3,4,3,0,0,0,0,0,1,5.976190476190476,1,0,2,5,42
647,1,0,22,0,17,8,0,1,0,5,18,14,0,16,0,0,7,10,0,0,2,8,11,10,3,4,0,1,0,0,3,5.946236559139785,2,2,3,10,93
648,1,0,9,1,5,5,0,0,0,0,16,10,0,3,0,0,1,7,0,0,0,3,6,3,1,0,1,1,1,0,1,5.959183673469388,1,5,1,4,49
649,1,0,13,0,13,8,0,0,0,1,13,4,0,8,0,0,1,2,0,0,0,8,8,5,2,1,2,0,0,0,1,6.076923076923077,0,2,1,4,52
650,6,2,35,1,27,14,2,1,0,6,41,12,1,16,0,0,3,7,0,0,0,11,10,14,6,10,1,1,3,0,0,6.246031746031746,1,0,4,9,126
651,5,1,16,0,16,9,0,0,0,0,18,6,0,7,0,0,1,7,0,0,1,4,2,7,3,2,1,1,1,0,1,5.983870967741935,0,4,2,9,62
652,5,4,21,0,28,9,0,0,0,3,25,15,0,16,0,0,5,6,0,0,0,7,7,7,4,2,2,0,0,0,4,6.02,0,2,4,8,100
653,1,1,5,1,5,3,0,0,0,1,2,0,0,4,0,0,3,1,0,0,0,2,2,4,2,1,0,2,0,0,0,6.588235294117647,0,0,2,3,17
654,0,1,21,1,15,11,0,1,0,2,27,3,0,8,0,0,1,6,0,0,0,2,4,6,3,4,1,1,4,0,2,6.253731343283582,2,3,3,7,67
655,1,0,23,0,18,11,0,0,0,3,22,18,0,10,0,0,2,11,0,0,1,6,7,4,7,3,1,1,1,0,0,6.48314606741573,0,3,3,9,89
656,1,0,12,0,12,4,0,0,0,2,16,12,0,5,0,0,3,4,0,0,0,3,5,2,0,2,0,0,1,0,0,6.745098039215686,0,7,1,6,51
657,2,2,22,0,15,10,0,0,0,6,21,18,1,16,0,0,8,5,0,1,0,6,12,7,1,3,1,1,0,1,0,6.59375,1,8,3,13,96
658,1,1,16,2,24,12,0,0,0,6,20,12,0,12,0,0,1,10,0,0,1,2,8,7,5,4,0,0,1,0,0,5.911111111111111,0,1,3,11,90
659,4,2,16,0,17,14,0,0,0,7,23,18,0,11,0,0,7,8,0,0,1,11,15,2,3,1,0,3,1,0,1,5.768421052631579,2,11,4,12,95
660,3,0,26,0,27,14,1,1,0,6,31,27,0,22,0,0,5,13,0,1,2,10,15,10,6,7,3,2,1,0,2,6.419580419580419,1,8,4,17,143
661,5,3,37,1,33,27,0,0,0,7,27,22,0,14,0,0,3,20,0,0,1,12,14,10,3,10,1,1,2,0,1,5.992857142857143,1,3,4,12,140
662,1,0,17,1,15,9,0,0,0,1,10,12,0,7,0,0,4,3,0,0,0,6,7,4,2,1,2,2,1,0,0,5.9491525423728815,0,4,2,7,59
663,4,4,25,1,14,16,0,2,0,4,21,21,0,9,0,0,3,6,0,0,0,7,8,6,8,1,2,3,1,0,0,6.128712871287129,0,13,3,14,101
664,2,1,24,0,19,8,0,1,0,6,27,8,0,14,0,0,9,12,0,0,2,4,10,7,4,4,3,2,1,0,1,6.064516129032258,2,3,3,12,93
665,1,2,27,0,28,15,2,1,0,3,25,23,1,18,0,0,3,8,0,0,0,7,6,12,4,9,1,2,1,0,2,6.6299212598425195,1,8,4,8,127
666,2,1,18,1,14,11,0,0,0,1,17,3,0,13,0,0,3,6,0,0,0,4,4,9,2,5,1,0,1,0,0,6.455882352941177,0,1,3,8,68
667,3,0,17,0,13,13,0,0,0,3,19,12,0,5,0,0,3,8,0,0,2,6,7,5,3,1,1,2,0,0,1,5.676056338028169,1,4,3,9,71
668,3,2,16,1,20,16,0,0,0,1,21,7,0,15,0,0,5,12,0,0,1,4,5,11,3,2,1,1,0,1,1,5.5978260869565215,1,1,3,11,92
669,4,1,29,1,18,13,0,0,0,2,31,14,0,10,0,0,6,5,0,0,0,10,10,7,1,3,0,2,2,0,1,6.326086956521739,0,4,2,7,92
670,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.758620689655173,0,0,1,3,29
671,3,0,16,0,9,3,0,0,0,2,20,11,0,5,0,0,3,3,0,0,0,4,4,3,0,1,1,0,0,0,2,6.490566037735849,1,3,1,6,53
672,2,2,42,2,28,14,0,1,0,9,42,5,0,19,0,0,0,9,0,0,0,14,17,11,3,6,1,2,0,0,0,6.504,0,3,3,13,125
673,3,1,33,0,32,9,0,0,0,9,30,12,0,17,0,0,4,9,0,0,2,8,16,8,4,3,4,0,2,0,2,5.849056603773585,2,0,3,12,106
674,1,1,39,1,45,17,0,0,0,6,60,10,0,19,0,0,10,22,1,0,1,14,13,18,10,7,0,2,3,0,2,5.950549450549451,3,7,4,12,182
675,3,3,37,1,29,17,0,0,0,5,34,3,0,20,0,0,9,15,0,0,2,13,12,15,3,7,2,2,2,0,0,5.865079365079365,0,3,3,14,126
676,2,3,28,2,24,12,0,1,0,3,29,20,0,13,0,0,5,5,0,0,0,10,9,11,3,6,0,1,1,0,1,5.945945945945946,1,4,2,11,111
677,3,1,22,2,23,20,0,0,0,3,24,11,0,9,0,0,5,11,0,0,0,6,8,12,2,2,1,2,3,0,0,5.344086021505376,1,5,3,11,93
678,5,4,31,0,25,17,1,1,0,7,37,21,0,10,0,0,4,7,2,0,1,7,9,11,5,3,2,2,1,0,0,6.26984126984127,0,8,3,27,126
679,3,1,14,0,16,3,0,0,0,2,15,7,0,9,0,0,4,5,0,0,0,4,4,4,0,4,0,0,1,0,0,5.666666666666667,1,0,1,5,51
680,4,1,13,0,10,5,0,0,0,2,9,2,0,9,0,0,5,4,0,0,0,2,5,7,1,0,3,0,0,0,0,6.441860465116279,0,2,2,5,43
681,3,0,18,0,22,13,0,0,0,4,15,20,0,17,0,0,5,10,0,1,0,6,9,12,5,5,0,1,3,0,4,6.6,2,2,4,14,100
682,2,2,24,2,24,11,0,0,0,5,25,16,0,10,0,0,10,11,0,0,0,8,10,11,5,3,0,2,0,1,2,5.686868686868687,2,5,3,19,99
683,1,0,20,0,10,9,0,0,0,0,20,3,0,9,0,0,3,3,0,0,0,12,10,13,6,2,0,0,2,0,2,6.338235294117647,1,2,3,6,68
684,2,1,28,1,25,13,0,1,0,5,41,14,0,16,0,0,5,10,0,0,0,11,13,13,6,8,1,1,1,0,1,6.2063492063492065,2,4,3,15,126
685,3,3,28,0,29,14,2,0,0,6,44,12,0,10,0,0,0,5,1,0,1,7,9,4,0,8,1,0,2,0,1,6.241071428571429,1,3,4,10,112
686,2,2,27,3,17,10,0,1,0,2,37,12,0,12,0,0,7,5,0,0,0,8,7,15,1,5,3,1,0,0,1,6.145631067961165,0,6,3,12,103
687,2,1,26,2,19,11,0,1,0,2,28,20,0,18,0,0,3,8,0,0,1,7,8,15,5,5,2,2,0,0,1,6.651785714285714,0,8,4,24,112
688,3,0,36,1,30,13,0,0,0,5,33,6,0,13,0,0,7,10,0,0,0,4,7,14,3,1,3,1,3,0,0,6.279569892473118,0,8,3,7,93
689,2,4,31,0,30,19,0,0,0,3,29,21,0,20,0,0,8,7,0,0,0,10,5,11,9,7,1,2,1,1,3,6.4,1,5,4,14,135
690,3,0,21,0,16,15,0,1,0,3,21,8,1,10,0,0,2,6,0,0,0,9,9,7,2,3,0,1,0,0,0,5.879518072289157,0,0,3,8,83
691,2,0,15,2,12,12,0,0,0,2,17,8,0,11,0,0,2,10,0,0,0,10,9,10,3,3,0,2,2,0,0,6.142857142857143,1,0,3,11,77
692,5,0,36,0,31,18,0,1,0,3,35,7,0,14,0,0,4,9,0,0,0,7,6,8,3,8,1,1,1,0,1,6.616822429906542,1,4,4,8,107
693,2,0,22,1,17,6,0,0,0,0,15,9,0,9,0,0,3,2,0,0,2,10,11,11,2,1,1,0,2,0,1,6.209677419354839,0,2,2,8,62
694,2,1,28,0,18,10,0,1,0,2,28,10,0,9,0,0,4,5,1,0,1,7,8,9,6,0,0,1,0,0,0,6.321428571428571,0,1,2,9,84
695,2,1,15,0,9,9,0,0,0,3,10,8,1,14,0,0,0,2,0,0,1,9,9,8,3,4,1,1,2,0,1,6.211267605633803,2,3,3,10,71
696,9,1,34,0,35,24,0,0,0,9,45,29,1,21,0,0,7,18,1,0,0,11,16,13,3,17,1,4,2,0,0,5.469767441860465,2,3,4,20,215
697,4,0,13,0,8,3,0,0,0,0,18,4,0,7,0,0,6,7,0,0,2,8,5,8,1,3,2,0,0,0,0,6.153846153846154,0,11,2,8,52
698,0,0,10,0,5,5,0,0,0,3,9,3,0,4,0,0,2,2,0,0,1,2,4,2,0,2,0,1,1,0,0,6.0,0,0,1,3,30
699,4,0,31,0,25,16,0,0,0,3,29,9,1,15,0,0,9,18,0,1,2,7,8,16,2,4,3,2,0,0,0,6.120689655172414,0,4,4,15,116
700,4,2,24,0,21,17,0,0,0,3,21,23,1,15,0,0,1,10,0,0,1,8,7,9,4,2,0,2,0,0,0,5.991228070175438,0,12,3,12,114
701,4,0,44,0,30,13,1,3,0,1,43,24,0,11,0,0,5,6,0,0,0,8,6,15,5,4,1,6,2,1,2,6.6992481203007515,2,5,2,11,133
702,0,0,15,0,8,5,0,0,0,1,10,6,0,7,0,0,2,3,0,0,0,4,4,7,1,0,1,0,0,0,0,6.069767441860465,0,3,2,5,43
703,2,0,16,0,9,8,0,0,0,1,7,9,0,11,0,0,1,5,0,0,0,11,10,8,3,4,1,0,0,1,1,6.779661016949152,1,5,2,5,59
704,2,1,18,0,20,11,1,1,0,3,21,10,0,7,0,0,4,10,0,0,0,6,8,7,2,1,0,3,0,0,0,6.026315789473684,0,3,3,7,76
705,3,2,20,0,21,10,0,1,0,2,23,13,1,13,0,0,2,9,0,0,0,8,8,8,4,5,0,2,0,0,0,6.34375,0,3,3,9,96
706,1,1,12,1,12,5,0,0,0,3,13,17,0,6,0,0,5,7,0,0,1,5,7,4,2,1,0,4,0,0,2,5.7611940298507465,0,2,2,7,67
707,2,1,15,0,12,9,0,3,0,0,13,11,1,10,0,0,7,6,0,0,0,8,6,8,5,2,1,3,0,0,0,6.162162162162162,0,3,2,9,74
708,3,2,26,0,25,16,0,1,0,6,27,10,1,13,0,0,3,9,0,0,2,7,11,6,6,7,1,0,1,0,0,6.209090909090909,0,2,3,10,110
709,0,3,16,1,21,11,1,1,0,4,20,23,0,6,0,0,2,8,0,0,3,3,7,9,4,5,1,1,1,0,2,6.108695652173913,0,3,3,9,92
710,0,1,24,0,18,10,1,1,0,3,27,19,0,16,0,0,3,3,0,0,0,13,11,16,2,3,2,0,1,0,0,6.420560747663552,0,6,2,10,107
711,1,1,27,1,22,13,1,0,0,2,22,15,0,12,0,0,4,8,0,0,0,6,5,10,2,5,1,0,0,0,0,6.707865168539326,0,5,3,7,89
712,2,1,26,0,23,19,1,0,0,5,29,15,0,15,0,0,3,10,0,0,0,8,9,15,3,8,0,0,2,1,1,5.531746031746032,3,1,3,12,126
713,3,0,29,1,20,15,0,0,0,3,35,22,0,13,0,0,8,6,1,0,2,8,5,11,9,1,1,4,0,0,4,5.840336134453781,4,10,3,9,119
714,0,1,17,2,18,10,0,1,0,2,14,3,0,12,0,0,7,6,0,0,0,6,9,4,6,1,4,0,0,0,0,5.8428571428571425,0,3,3,9,70
715,6,1,48,1,27,17,0,2,0,5,53,3,0,14,0,0,3,6,0,0,0,15,16,18,8,3,1,3,2,1,0,6.1931034482758625,3,5,3,14,145
716,1,2,17,1,19,10,0,0,0,4,28,10,0,6,0,0,5,12,0,0,2,6,7,7,3,5,0,3,0,0,2,5.869565217391305,0,2,3,9,92
717,3,0,13,0,9,4,1,0,0,2,10,10,0,13,0,0,2,5,0,0,0,11,13,6,3,1,0,0,0,0,0,6.25,0,1,1,8,68
718,6,0,15,0,14,6,0,0,0,2,16,13,0,12,0,0,4,2,0,0,1,5,7,6,1,3,2,1,0,0,0,6.338235294117647,0,4,3,5,68
719,1,0,16,1,12,9,0,0,0,3,16,3,0,10,0,0,1,4,0,0,0,2,5,6,4,2,0,0,1,0,0,6.410714285714286,0,3,2,8,56
720,2,2,21,0,20,8,0,1,0,3,20,13,0,10,0,0,9,10,0,0,3,9,11,9,6,4,4,2,2,0,2,5.9010989010989015,2,7,3,8,91
721,6,0,21,1,23,7,0,1,0,1,16,27,0,15,0,0,3,4,0,0,0,10,11,12,4,2,0,1,2,0,0,6.776595744680851,0,5,2,12,94
722,4,0,25,0,16,13,0,0,0,3,22,6,0,13,0,0,4,4,0,0,0,8,7,7,8,3,2,0,0,0,0,6.488095238095238,0,4,3,9,84
723,6,0,23,1,29,15,1,0,0,6,31,18,1,21,0,0,3,8,0,0,1,3,6,11,6,5,1,0,1,0,1,6.227642276422764,0,0,3,11,123
724,4,0,22,2,22,11,1,1,0,3,24,6,0,9,0,0,9,8,0,0,1,9,12,11,2,3,0,3,0,0,0,5.953488372093023,0,3,3,9,86
725,0,1,15,0,12,5,0,0,0,2,15,5,0,8,0,0,1,6,0,0,0,6,7,7,3,2,0,2,0,0,1,6.137931034482759,0,0,3,8,58
726,3,1,30,1,21,15,0,2,0,2,41,7,0,19,0,0,4,10,0,0,0,17,10,13,7,4,1,2,1,0,0,6.328,0,3,4,10,125
727,3,0,52,0,32,15,0,1,0,9,31,28,0,28,0,0,8,11,0,0,1,14,18,19,3,7,4,3,5,0,3,6.75,5,5,4,15,156
728,5,2,21,1,27,16,0,1,0,4,25,8,0,12,0,0,8,11,0,0,0,6,9,5,6,6,0,2,0,0,0,6.287234042553192,0,2,4,7,94
729,2,0,11,0,11,6,0,0,0,4,10,8,0,7,0,0,5,5,0,0,0,6,13,4,0,1,1,2,0,1,2,5.603174603174603,1,1,1,12,63
730,1,0,21,0,18,14,0,2,0,1,22,13,1,12,0,0,3,9,0,0,0,7,5,7,4,2,0,2,0,0,2,6.329545454545454,2,4,3,7,88
731,3,0,23,1,19,9,0,0,0,4,25,15,0,11,0,0,4,6,0,0,1,12,15,10,1,1,2,1,0,0,0,5.797752808988764,0,4,3,10,89
732,4,1,26,1,16,13,0,1,0,4,25,10,0,11,0,0,6,9,0,0,0,11,15,12,7,9,0,0,2,0,2,6.2727272727272725,3,3,4,10,110
733,2,0,13,0,16,9,1,0,0,0,20,4,0,10,0,0,1,5,0,0,0,6,4,4,1,2,1,0,0,0,0,6.47457627118644,0,9,3,7,59
734,3,0,20,0,19,15,0,0,0,3,13,7,0,16,0,0,5,7,0,0,1,4,5,3,4,4,2,6,2,0,1,6.37037037037037,3,0,4,10,81
735,1,2,9,0,6,4,0,0,0,1,8,9,0,5,0,0,1,4,0,0,1,4,4,1,2,0,0,1,0,0,0,5.560975609756097,0,3,1,4,41
736,1,0,11,1,7,5,0,0,0,2,11,6,0,8,0,0,0,4,0,0,0,7,6,6,3,1,0,0,0,0,0,6.191489361702128,0,0,3,4,47
737,2,0,4,0,4,3,1,0,0,4,4,2,0,3,0,0,4,0,0,0,1,3,7,3,1,2,0,0,0,0,0,5.88,0,1,2,6,25
738,6,0,29,0,24,19,0,1,0,4,34,11,0,10,0,0,6,14,0,0,0,5,7,10,2,5,0,4,0,0,1,5.5,0,3,4,11,116
739,4,1,22,0,19,15,0,0,0,2,29,10,1,11,0,0,4,12,0,0,0,7,8,11,8,4,2,1,2,0,2,6.469387755102041,1,2,3,10,98
740,2,1,39,0,33,16,0,1,0,7,38,16,0,20,0,0,5,10,0,0,2,14,17,10,7,7,2,3,2,0,2,6.539568345323741,1,8,4,17,139
741,3,0,31,0,21,8,1,1,0,4,24,14,0,14,0,0,4,9,0,0,0,14,14,13,3,9,1,1,2,0,1,6.5607476635514015,2,4,4,12,107
742,2,0,25,0,21,14,0,0,0,7,25,20,0,14,0,0,2,4,0,0,1,9,15,4,1,4,2,1,1,0,1,6.281553398058253,1,4,4,9,103
743,2,2,26,0,20,5,1,1,0,4,34,5,1,12,0,0,4,6,0,0,1,6,7,8,0,6,2,0,0,0,0,6.011111111111111,0,3,3,10,90
744,4,2,34,1,27,9,1,2,0,5,43,27,0,12,0,0,6,9,0,0,0,7,11,16,2,11,0,1,1,1,1,6.258992805755396,1,6,3,22,139
745,1,0,15,0,12,8,0,0,0,1,15,10,0,5,0,0,2,4,0,0,1,4,2,6,3,0,1,1,0,0,0,5.796296296296297,0,4,3,7,54
746,2,0,15,1,9,7,0,1,0,2,20,8,1,10,0,0,2,4,0,0,0,5,5,7,4,0,1,0,0,0,0,6.164179104477612,0,6,2,7,67
747,5,0,14,0,11,11,0,0,0,2,17,5,0,10,0,0,3,5,0,0,0,2,4,5,1,3,0,2,1,0,0,6.35,0,0,2,7,60
748,4,2,29,0,27,14,0,0,0,4,35,11,0,16,0,0,2,7,0,0,0,4,7,7,5,10,1,2,1,0,0,6.43859649122807,1,3,3,8,114
749,3,1,23,0,23,17,0,0,0,4,17,7,0,20,0,0,5,8,0,0,1,9,11,8,11,2,1,6,1,0,4,6.183673469387755,2,2,3,12,98
750,6,1,37,0,25,23,1,2,0,9,45,11,0,25,0,0,7,12,0,0,3,16,21,16,6,5,3,1,1,0,1,6.327044025157233,1,3,4,13,159
751,1,2,13,0,9,4,0,1,0,1,10,17,0,5,0,0,1,2,0,0,0,0,0,7,2,4,0,0,0,0,1,5.8545454545454545,0,4,2,9,55
752,0,2,25,1,23,8,2,0,0,1,31,23,0,18,0,0,2,2,0,0,0,12,10,11,2,4,4,1,0,0,1,6.837606837606837,0,9,2,13,117
753,1,0,30,0,20,6,0,2,0,3,30,16,0,11,0,0,1,5,0,0,0,6,9,8,2,0,0,0,0,0,0,6.268041237113402,0,1,3,12,97
754,0,0,16,0,10,8,0,0,0,3,18,3,0,9,0,0,1,6,0,0,0,6,6,7,5,2,1,0,1,0,1,5.967213114754099,1,0,3,4,61
755,1,0,16,0,18,7,0,0,0,1,17,18,0,7,0,0,1,5,1,0,0,2,3,6,1,6,1,1,1,0,1,6.794117647058823,1,1,2,9,68
756,3,0,24,0,21,13,0,1,0,3,21,9,0,11,0,0,3,8,0,0,1,8,8,14,3,5,0,2,0,0,0,6.126436781609195,0,3,3,9,87
757,0,0,7,0,13,3,1,0,0,1,7,4,0,7,0,0,9,3,0,1,0,7,8,10,6,1,1,1,1,1,0,6.122448979591836,2,1,1,6,49
758,1,0,34,0,17,15,0,1,0,6,30,19,0,12,0,0,4,6,0,0,0,6,9,9,1,4,1,2,2,0,2,6.468468468468468,0,7,4,12,111
759,4,1,23,0,16,13,1,0,0,3,23,9,0,13,0,0,2,6,0,0,1,7,9,9,3,1,1,0,2,0,0,6.311827956989247,0,2,3,8,93
760,1,2,14,3,13,10,0,0,0,2,14,6,0,10,0,0,3,5,0,0,1,5,6,5,3,3,1,2,2,0,1,6.155172413793103,1,0,3,7,58
761,3,0,27,2,19,11,0,0,0,6,26,7,0,14,0,0,3,7,0,0,0,10,12,10,6,4,0,1,0,0,0,6.316326530612245,0,4,3,15,98
762,1,0,19,0,18,12,0,0,0,2,13,16,0,11,0,0,3,5,0,0,0,4,4,11,4,3,0,0,3,0,0,6.704225352112676,1,0,3,9,71
763,4,2,28,1,25,16,1,1,0,5,36,23,0,9,0,0,1,9,0,0,1,5,9,10,5,7,0,2,0,0,3,5.975206611570248,1,2,3,11,121
764,6,0,15,2,17,6,2,1,0,4,22,8,0,15,0,0,7,8,1,0,0,4,8,12,2,5,3,0,2,1,0,5.901234567901234,2,8,3,11,81
765,1,1,31,0,22,10,0,1,0,3,32,13,0,7,0,0,7,4,0,0,0,7,7,6,1,3,1,7,1,0,1,6.183673469387755,0,3,2,8,98
766,4,0,18,0,10,15,0,0,0,2,19,1,0,8,0,0,2,7,0,0,1,6,5,2,4,3,1,0,0,0,0,5.895522388059701,0,0,2,7,67
767,4,0,34,0,28,6,0,0,0,4,24,18,0,15,0,0,6,3,0,0,1,6,9,6,10,2,1,6,0,0,2,6.010309278350515,1,5,3,12,97
768,4,0,20,0,21,9,0,0,0,2,15,13,0,17,0,0,0,8,0,0,0,3,6,11,1,2,0,0,0,0,1,6.0675675675675675,1,0,3,8,74
769,2,0,15,0,18,11,1,1,0,2,22,32,0,15,0,0,5,8,0,1,0,6,5,7,2,6,0,1,2,0,1,6.090909090909091,1,19,2,9,110
770,1,0,11,1,7,8,1,0,0,2,12,3,0,5,0,0,2,2,0,0,0,2,4,4,4,2,0,2,3,0,0,5.928571428571429,1,2,1,7,42
771,3,1,24,0,16,11,1,1,0,5,17,8,0,11,0,0,2,5,0,0,0,7,11,13,0,6,1,3,0,0,0,6.6125,0,3,3,8,80
772,5,0,27,0,22,12,0,0,0,5,24,22,0,11,0,0,12,9,0,0,1,10,17,10,4,1,0,2,1,0,1,5.616071428571429,2,5,3,12,112
773,5,0,30,0,18,17,0,1,0,8,36,6,0,8,0,0,2,13,0,0,1,11,15,8,4,5,1,0,3,1,0,6.465346534653466,1,0,4,10,101
774,2,0,18,0,18,9,0,1,0,1,16,13,0,9,0,0,8,7,0,0,0,8,8,9,5,0,1,1,0,0,0,6.184210526315789,0,2,3,9,76
775,1,1,14,0,12,8,0,2,0,3,20,1,0,8,0,0,4,8,0,0,0,2,4,6,5,1,0,1,2,0,1,3.3271028037383177,3,1,3,6,107
776,0,1,40,0,24,15,3,0,0,4,39,34,0,11,0,0,4,9,0,0,1,8,8,16,1,9,0,3,1,0,2,6.2700729927007295,0,10,4,17,137
777,7,0,32,2,20,15,0,3,0,5,31,7,0,15,0,0,5,17,0,0,1,7,9,14,2,3,0,0,1,0,1,6.116071428571429,0,0,4,12,112
778,7,1,28,0,15,10,0,0,0,7,25,9,0,13,0,0,1,8,0,0,0,15,20,6,3,4,0,0,0,0,1,6.340425531914893,0,1,2,10,94
779,2,2,27,0,26,16,0,1,0,3,28,21,0,12,0,0,2,9,0,0,2,8,7,14,2,10,0,3,2,1,0,6.324561403508772,3,3,3,12,114
780,13,2,40,0,23,10,3,0,0,4,46,10,0,13,0,0,6,3,0,0,0,16,15,14,2,3,1,0,0,0,2,6.6173913043478265,1,1,2,9,115
781,0,2,26,1,18,17,1,3,0,4,30,20,1,12,0,0,5,9,0,0,0,10,7,11,7,3,0,1,1,0,0,6.148760330578512,0,2,3,16,121
782,2,2,23,0,13,10,1,1,0,2,24,7,0,7,0,0,3,8,0,0,0,7,8,9,0,2,0,0,0,0,0,5.584415584415584,0,1,2,7,77
783,2,1,33,2,40,16,1,1,0,10,40,15,0,15,0,0,6,9,0,0,2,6,13,8,6,7,0,6,4,1,1,5.9689922480620154,4,6,4,11,129
784,4,1,19,0,22,12,0,1,0,4,34,16,1,11,0,0,6,7,0,0,0,10,12,8,2,5,1,3,2,0,0,6.166666666666667,1,3,3,8,108
785,3,0,17,0,11,8,0,0,0,6,21,13,0,13,0,0,1,5,0,0,1,10,12,6,1,7,0,0,1,0,0,6.468354430379747,1,6,3,9,79
786,5,2,20,2,29,10,0,2,0,2,25,15,1,10,0,0,2,8,0,1,1,3,7,8,1,4,0,3,1,1,0,6.168539325842697,2,5,3,8,89
787,4,1,28,0,24,19,0,1,0,4,34,30,1,14,0,0,5,7,0,0,0,7,8,7,3,1,1,4,0,0,1,5.930769230769231,1,4,4,11,130
788,0,0,30,1,32,21,0,0,0,6,31,6,0,10,0,0,8,11,0,0,3,7,11,11,6,7,1,4,0,1,1,6.061946902654867,0,3,3,11,113
789,1,2,19,2,17,6,0,0,0,2,19,8,0,9,0,0,2,5,0,0,0,10,9,8,5,1,1,0,1,0,0,6.367647058823529,1,4,3,6,68
790,8,1,36,1,32,19,0,1,0,7,38,16,1,18,0,0,8,15,0,0,1,8,14,12,6,8,3,1,0,0,1,5.992957746478873,1,3,4,15,142
791,1,1,15,0,10,10,3,1,0,2,16,4,0,7,0,0,3,5,0,1,0,2,2,4,4,4,0,0,0,0,0,6.080645161290323,0,5,2,7,62
