,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,PRP,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
628,21,0,30,2,25,26,0,0,11,39,11,0,39,0,35,19,1,0,2,26,0,38,5,3,4,17,12,5,5,2,4.95609756097561,5,7,4,23,205
629,28,0,53,3,82,46,1,2,11,82,12,1,56,1,28,29,0,0,0,18,0,29,5,9,28,24,17,10,4,4,6.365695792880259,6,10,4,27,309
630,19,3,33,0,43,38,0,0,13,52,4,0,32,0,54,21,1,0,2,20,0,26,2,3,4,37,17,4,10,4,5.29045643153527,9,9,4,15,241
631,28,0,42,6,49,40,0,1,24,66,18,0,46,0,57,32,0,0,2,28,0,49,3,12,3,20,18,0,4,9,5.1030303030303035,5,30,4,47,330
632,9,0,17,1,25,16,0,0,4,26,14,0,16,0,19,9,1,0,0,8,0,11,10,1,1,8,8,1,5,3,5.304,5,17,3,10,125
633,3,0,13,0,21,3,0,1,7,16,0,0,10,0,24,5,0,0,0,5,0,14,7,1,1,6,0,2,2,2,4.013698630136986,2,8,2,7,73
634,12,0,32,5,44,15,0,0,12,59,8,0,13,0,20,12,1,0,1,13,0,24,7,7,8,8,8,0,3,4,5.264044943820225,4,7,4,14,178
635,11,5,39,2,49,17,3,2,11,64,10,0,32,1,38,27,0,0,7,19,0,28,4,1,11,22,10,1,2,3,5.00374531835206,2,15,4,31,267
636,24,0,32,1,67,23,1,0,8,63,14,0,34,0,76,21,1,0,4,19,0,31,15,15,12,30,8,8,5,6,4.996466431095406,4,26,4,20,283
637,10,0,29,2,53,17,2,1,6,49,9,1,49,0,37,15,1,0,2,14,0,25,12,3,3,19,6,6,3,2,5.338095238095238,4,8,4,26,210
638,17,0,38,4,53,19,0,0,11,38,6,0,42,0,20,27,0,0,3,6,0,17,1,5,5,24,4,3,2,4,4.915343915343915,6,9,4,13,189
639,12,1,28,0,33,5,1,0,9,38,9,0,18,0,22,12,0,0,2,7,0,19,8,5,3,7,4,0,0,3,4.966666666666667,0,9,3,13,150
640,24,1,31,2,35,31,3,0,12,52,3,0,36,0,45,21,0,0,3,15,0,34,4,6,7,30,6,4,1,3,4.462882096069869,3,54,4,20,229
641,4,4,39,0,68,23,0,1,9,68,13,0,32,0,34,22,1,0,0,17,0,21,6,8,23,21,13,2,2,1,5.645283018867924,2,10,4,28,265
642,18,5,40,12,83,35,0,3,11,82,10,5,46,0,30,50,1,0,3,19,0,31,8,9,11,34,21,3,7,3,4.758620689655173,8,16,4,35,377
643,15,2,43,0,52,26,0,0,8,60,17,0,29,0,29,29,0,0,3,9,0,16,3,5,15,15,23,5,5,4,5.621495327102804,5,22,4,22,214
644,27,0,37,2,56,29,0,0,20,48,33,0,25,0,70,38,4,0,3,29,0,46,21,2,23,25,8,4,10,5,4.859649122807017,10,29,5,15,285
645,6,1,18,3,28,15,0,1,8,30,5,0,10,0,12,2,2,0,2,6,0,11,1,6,3,7,8,2,2,1,5.41,2,5,3,10,100
646,20,1,31,0,39,23,0,0,3,30,16,0,56,0,23,11,0,0,5,11,0,16,2,8,11,22,12,1,2,1,5.76555023923445,2,11,4,19,209
647,5,4,28,5,28,17,0,0,7,32,11,0,35,0,26,16,0,0,2,12,0,20,2,6,3,18,6,0,8,2,4.770949720670391,9,18,3,23,179
648,16,3,63,0,66,28,3,1,10,72,35,0,43,0,22,22,0,2,1,23,0,28,4,7,24,10,18,7,3,0,5.875862068965517,6,32,5,21,290
649,14,0,28,1,60,18,2,0,11,53,8,2,30,0,27,22,1,0,1,18,0,28,7,1,14,24,4,6,0,1,5.719211822660099,1,10,4,14,203
650,19,1,70,2,84,33,0,0,18,75,11,0,53,0,52,29,0,0,10,16,0,31,12,14,14,33,18,3,5,2,5.0087463556851315,5,3,4,33,343
651,15,2,31,5,44,32,0,1,3,49,4,0,23,0,28,16,0,0,5,12,0,14,2,11,3,18,11,3,1,2,5.352941176470588,2,20,4,14,187
652,5,1,31,4,27,15,2,0,11,44,8,0,20,0,16,7,0,0,6,12,0,21,2,7,7,6,4,3,0,2,5.68,5,11,3,13,150
653,11,0,29,0,43,33,1,0,11,34,3,0,25,0,19,15,0,0,1,16,0,29,1,7,2,12,6,1,4,1,5.143646408839779,5,8,3,12,181
654,1,1,25,0,16,8,0,0,9,34,11,0,5,0,16,12,0,0,0,7,0,15,1,1,2,7,9,1,0,0,4.186915887850467,0,4,3,16,107
655,9,0,39,3,25,13,2,0,8,33,6,1,28,0,12,11,1,0,6,6,0,17,1,0,2,13,4,5,3,0,5.328571428571428,3,12,3,15,140
656,8,1,23,0,21,15,1,0,9,30,5,0,6,0,18,4,0,0,3,8,0,15,0,2,7,16,7,1,0,6,5.283018867924528,5,20,3,9,106
657,11,0,21,2,30,21,0,0,7,34,0,0,22,0,24,18,0,0,2,7,0,15,1,1,8,23,8,1,4,0,5.10738255033557,3,14,3,9,149
658,23,2,92,7,70,20,1,0,18,95,18,0,43,0,34,26,1,0,0,22,0,37,8,6,9,27,17,13,0,6,4.804054054054054,6,31,4,26,296
659,21,3,54,3,59,20,0,0,17,67,4,0,32,1,37,26,1,0,0,22,0,38,18,6,6,22,3,7,1,3,5.282868525896414,1,8,4,19,251
660,3,1,20,3,41,26,0,0,8,21,7,0,40,0,14,19,0,0,1,13,0,23,0,6,9,18,8,0,3,2,5.616279069767442,3,6,4,20,172
661,9,1,21,2,35,12,1,1,4,47,12,0,11,0,21,18,0,0,3,11,0,19,1,8,3,11,9,1,0,2,5.066225165562914,0,12,3,11,151
662,20,2,71,5,71,36,3,0,20,54,4,0,81,1,48,54,0,1,5,28,0,48,5,9,12,25,16,5,10,1,5.640718562874252,11,6,4,35,334
663,13,1,10,2,20,12,0,2,3,17,3,0,10,0,16,12,0,1,1,5,0,7,1,2,4,15,3,1,1,3,4.989473684210527,3,6,2,6,95
664,18,1,32,0,64,31,0,3,12,57,8,0,33,0,21,14,0,0,1,9,0,22,2,6,11,22,9,2,0,0,4.7656903765690375,0,15,3,14,239
665,5,1,13,2,20,4,0,1,5,18,4,0,23,0,4,10,0,0,1,3,0,11,0,2,1,3,8,2,0,1,5.5,0,3,2,9,88
666,8,2,24,4,38,22,0,0,9,33,7,0,35,0,18,13,0,0,4,17,0,26,2,3,16,18,8,8,2,2,4.893258426966292,3,3,4,23,178
667,22,0,14,2,26,23,1,3,7,28,3,0,23,0,31,16,0,0,0,7,0,22,0,5,3,15,9,2,2,4,5.72093023255814,3,1,3,6,129
668,16,0,35,1,45,19,3,2,13,34,9,0,50,0,36,29,0,0,0,20,0,33,8,10,7,26,6,4,2,3,5.277533039647577,4,3,4,20,227
669,20,3,43,1,43,31,0,0,18,47,9,0,60,0,34,44,1,0,10,8,0,34,5,9,16,22,12,2,2,2,5.422939068100359,2,4,4,25,279
670,23,2,50,1,57,36,2,1,18,69,19,0,48,0,34,23,2,0,3,15,0,31,10,13,11,10,8,3,4,1,5.892857142857143,6,11,5,19,308
671,23,3,48,7,55,27,0,1,6,45,9,1,43,0,54,30,0,0,2,20,0,19,6,1,13,57,8,6,5,1,4.862348178137652,6,3,4,29,247
672,15,3,34,1,48,18,0,0,7,64,7,0,29,0,39,16,0,1,1,14,0,20,9,10,10,6,15,2,3,1,5.559471365638767,3,4,4,17,227
673,10,1,54,0,49,22,0,1,25,51,8,0,50,0,18,27,1,0,1,11,0,38,0,2,4,19,14,3,4,2,5.1976284584980235,6,9,4,25,253
674,26,11,56,0,67,39,1,2,11,90,42,3,48,0,55,28,1,1,4,17,0,26,7,9,3,44,18,1,4,8,4.929268292682927,6,43,4,35,410
675,38,2,84,2,78,46,5,0,37,93,20,0,63,0,87,66,0,0,12,45,0,76,10,17,10,56,21,4,9,5,4.744094488188976,13,44,4,56,508
676,17,0,36,2,42,27,2,1,12,53,5,2,34,0,33,19,0,0,0,13,0,20,3,4,6,27,9,2,6,3,4.971074380165289,5,5,4,25,242
677,10,3,17,0,33,10,0,0,10,28,2,0,24,0,44,18,0,0,0,11,0,19,3,6,8,23,5,0,5,2,4.628571428571429,6,14,3,14,175
678,6,1,4,0,2,7,0,0,2,6,4,0,0,0,11,5,0,0,1,6,0,6,0,0,0,4,1,1,2,0,5.34375,2,7,2,4,32
679,14,2,46,0,44,24,0,4,13,59,12,0,42,0,20,22,1,1,1,8,0,20,6,2,9,17,16,2,1,4,5.870292887029288,2,8,4,22,239
680,39,1,68,6,51,31,3,1,20,85,19,0,44,0,55,32,0,0,8,17,0,41,9,7,11,41,10,3,7,5,4.637883008356546,6,27,5,42,359
681,4,1,16,1,27,7,4,0,5,14,2,0,11,0,21,4,1,0,1,4,0,11,1,1,1,12,2,0,0,2,4.425,0,3,3,10,80
682,20,0,34,5,50,14,0,0,10,49,4,0,27,0,25,23,2,0,0,13,0,27,6,9,6,15,13,5,4,2,5.377142857142857,6,9,3,14,175
683,26,1,43,0,51,26,2,0,18,77,15,2,47,0,43,24,2,0,3,13,0,38,4,8,8,31,17,5,2,5,5.774086378737541,5,18,4,18,301
684,29,1,47,1,51,37,3,0,11,81,17,2,30,0,53,36,0,0,2,23,0,42,2,7,10,33,12,3,6,5,5.3164556962025316,7,10,4,35,316
685,5,2,6,1,9,9,0,1,2,22,5,0,10,0,9,8,0,0,0,2,0,3,0,3,4,11,3,0,1,0,6.056338028169014,1,22,2,6,71
686,12,0,35,0,42,27,2,1,11,47,17,0,41,0,25,8,0,0,4,19,0,23,3,9,8,25,7,3,4,3,5.277551020408163,5,14,4,22,245
687,10,0,29,0,27,18,1,0,5,36,15,0,26,0,18,14,2,0,2,14,0,22,12,6,10,14,6,1,2,1,4.636363636363637,2,16,3,14,198
688,17,2,29,3,29,20,1,0,13,37,3,0,31,0,30,23,2,0,2,15,0,32,2,8,4,21,4,3,4,5,5.133689839572193,7,11,3,11,187
689,8,0,25,1,39,14,0,0,5,48,24,0,13,1,32,19,0,0,2,7,0,13,10,5,3,18,4,1,1,6,5.1345029239766085,2,28,2,15,171
690,16,1,40,4,60,27,0,0,6,50,17,0,25,0,49,21,1,0,5,28,0,34,7,7,4,24,16,3,5,2,5.404761904761905,6,20,4,31,252
691,8,1,19,0,28,16,1,0,10,24,14,0,31,0,19,9,0,0,0,3,0,18,6,5,4,16,5,1,2,4,5.629370629370629,3,18,4,11,143
692,0,0,5,0,7,2,1,0,1,14,0,0,2,0,8,2,0,0,0,3,0,7,0,0,2,7,0,0,1,0,2.0597014925373136,1,16,1,3,67
693,21,0,36,0,58,19,1,0,14,47,9,0,25,1,53,35,1,1,4,12,0,27,15,4,11,23,7,6,3,1,5.230434782608696,3,8,3,22,230
694,11,1,35,2,38,20,1,0,14,33,5,0,32,0,32,27,0,0,3,14,0,28,5,7,7,19,9,2,6,3,4.90625,8,23,3,14,192
695,8,2,20,1,29,10,1,0,4,37,6,0,6,0,28,26,1,0,3,16,0,16,5,2,1,15,3,0,0,1,4.9576271186440675,0,16,3,8,118
696,13,5,41,2,52,37,0,0,11,58,11,0,23,1,24,22,0,0,0,16,0,30,4,7,8,12,10,2,4,2,5.137254901960785,4,15,4,23,255
697,12,1,36,2,44,28,0,3,6,40,4,0,38,0,30,23,1,0,2,15,0,19,4,3,15,24,16,4,2,3,5.1720930232558135,3,23,3,22,215
698,12,0,66,1,78,32,5,0,8,87,22,1,50,0,31,22,0,0,3,17,0,28,6,10,11,23,17,4,5,1,5.783018867924528,4,16,4,29,318
699,17,0,35,2,59,31,1,0,14,53,15,0,49,0,55,29,1,1,0,15,0,27,1,6,4,56,8,4,2,8,5.351851851851852,6,21,4,24,270
700,10,1,18,0,47,15,1,0,4,19,8,0,18,0,49,19,0,0,2,7,0,16,3,14,11,28,10,2,6,4,4.271739130434782,8,3,4,14,184
701,13,0,31,0,36,15,2,0,18,66,11,0,17,0,57,28,1,0,4,8,0,34,5,9,2,31,10,1,4,3,4.538152610441767,5,31,3,20,249
702,14,1,28,0,33,10,1,0,10,33,3,0,22,0,23,9,0,0,0,3,0,16,5,2,9,14,6,0,7,0,5.019607843137255,6,12,3,16,153
703,15,0,26,5,44,20,0,0,7,34,5,1,41,0,40,26,2,0,2,10,0,20,6,5,2,31,4,4,5,9,4.611374407582939,10,18,3,24,211
704,20,0,39,1,40,25,1,0,9,71,13,0,32,0,25,22,2,1,0,15,0,23,2,2,17,11,19,0,3,6,5.896995708154506,3,12,4,25,233
705,18,1,40,5,46,26,1,0,17,44,13,5,50,0,43,24,0,0,2,21,0,40,2,1,4,35,10,6,14,4,4.96484375,20,6,4,31,256
706,8,0,17,4,25,12,1,0,8,21,5,0,16,0,20,17,1,0,2,10,0,19,2,2,1,13,7,4,3,1,4.706896551724138,2,7,3,9,116
707,11,1,14,0,26,4,0,3,9,16,4,1,25,0,16,8,1,0,0,2,0,11,4,3,4,13,1,0,1,2,4.86734693877551,2,4,2,14,98
708,14,0,27,2,36,17,0,1,8,37,10,0,17,0,29,16,0,1,3,10,0,18,0,6,2,19,14,2,1,5,4.412790697674419,3,19,3,18,172
709,19,4,27,0,44,35,1,1,13,62,29,2,51,0,54,30,0,0,1,12,0,35,3,14,17,30,15,0,3,2,5.258169934640523,4,24,4,34,306
710,9,1,39,0,58,17,1,1,10,43,15,0,55,1,42,18,0,1,1,14,0,23,4,10,4,25,7,1,2,6,5.0701754385964914,3,8,4,25,228
711,35,3,36,1,41,35,4,2,9,61,7,0,43,0,50,27,3,0,1,20,0,28,13,8,11,33,19,3,3,12,5.010204081632653,4,21,4,26,294
712,11,1,20,2,47,24,1,1,10,35,4,0,22,0,34,21,0,0,1,12,0,19,2,7,4,29,11,4,9,1,5.346666666666667,9,18,3,10,150
713,14,0,43,1,46,26,0,0,15,69,6,1,36,0,28,16,0,0,2,13,0,25,5,7,6,12,9,5,0,2,5.653386454183267,3,10,4,25,251
714,17,0,15,0,47,37,7,0,11,23,5,0,49,0,26,30,5,0,0,18,0,33,4,8,8,25,8,0,4,4,5.77027027027027,5,12,4,21,222
715,23,5,30,0,57,21,0,1,9,50,7,0,26,0,40,23,0,0,3,14,0,26,11,6,12,18,4,3,2,1,5.043689320388349,2,19,3,14,206
716,13,1,50,7,46,28,2,0,8,61,19,1,37,0,16,17,0,1,1,12,0,16,2,2,11,16,24,1,5,1,5.460251046025105,7,20,3,31,239
717,11,2,29,0,32,17,1,0,5,37,8,1,28,0,23,15,0,0,3,10,0,14,7,6,2,17,5,0,2,7,4.259433962264151,6,13,3,16,212
718,15,1,29,1,44,22,0,0,12,43,16,0,23,0,43,18,0,1,2,12,0,28,4,5,12,20,14,2,6,2,5.404878048780488,6,17,4,21,205
719,30,1,56,9,107,47,2,1,22,87,9,0,57,0,86,59,1,1,7,33,0,67,7,21,12,43,24,6,3,10,4.793406593406593,4,41,4,34,455
720,13,0,39,3,63,28,0,2,18,50,11,2,50,0,46,28,0,0,3,23,0,32,3,11,7,37,11,3,8,3,5.2229965156794425,9,14,4,32,287
721,9,0,7,0,3,6,0,0,3,12,2,0,13,0,10,1,0,0,1,10,0,11,0,1,3,6,3,0,2,1,5.311475409836065,2,8,2,5,61
722,10,1,36,0,51,29,1,2,10,52,12,0,37,0,38,23,1,0,1,10,0,20,3,5,7,33,10,4,2,6,5.181818181818182,7,4,4,24,253
723,20,0,40,0,45,19,1,3,12,46,3,0,33,0,24,19,1,2,4,7,0,18,5,8,5,17,9,1,8,0,5.446927374301676,7,8,3,20,179
724,5,1,20,0,46,7,0,1,9,49,4,0,12,0,33,16,0,0,0,4,0,13,5,4,6,12,18,1,3,4,4.577142857142857,6,5,3,13,175
725,17,1,15,2,41,13,0,1,8,43,10,0,21,0,31,13,0,0,4,10,0,17,5,2,8,17,8,2,5,1,4.810975609756097,7,16,3,16,164
726,13,2,14,1,22,20,0,0,9,27,7,0,34,0,6,17,0,1,2,8,0,15,1,5,10,9,8,1,0,2,5.859756097560975,0,4,4,19,164
727,11,0,12,3,31,8,1,1,2,24,2,0,10,0,30,14,2,0,0,18,0,19,0,10,6,25,10,3,6,0,4.3884297520661155,6,26,2,7,121
728,8,0,25,0,30,20,0,0,5,32,14,0,21,0,27,20,0,0,1,11,0,16,7,3,3,17,4,7,1,1,4.441988950276243,2,14,3,15,181
729,19,1,45,0,52,29,0,3,11,62,19,0,37,0,35,41,0,0,2,13,0,25,5,6,13,22,11,1,2,3,3.5697115384615383,4,11,5,26,416
730,19,2,41,0,48,35,0,0,3,56,13,0,57,0,21,19,0,0,4,18,0,21,3,12,10,25,17,5,6,2,5.571969696969697,8,18,4,26,264
731,22,0,42,1,36,22,0,2,11,57,4,0,35,0,33,23,1,1,3,17,0,22,5,9,2,18,10,1,2,4,4.882629107981221,2,28,3,18,213
732,13,2,33,0,29,16,0,0,6,34,19,1,12,0,15,8,0,0,2,8,0,10,10,4,3,7,4,1,0,3,2.8844444444444446,0,20,2,12,225
733,13,0,32,0,39,22,1,1,7,38,4,0,31,0,19,10,0,2,3,9,0,18,2,4,8,16,8,2,2,0,5.254545454545455,2,6,3,15,165
734,8,1,36,3,40,11,2,0,11,27,8,2,26,0,24,12,1,0,2,16,0,23,0,6,2,28,5,2,3,1,5.283870967741936,3,8,3,18,155
735,22,2,51,3,44,23,2,0,19,65,15,0,53,0,23,42,0,0,4,18,0,38,1,7,13,24,8,2,2,4,5.019169329073482,6,3,4,37,313
736,4,0,8,1,10,8,0,0,4,12,1,0,17,0,8,3,0,0,0,2,0,6,0,0,5,13,2,0,1,2,5.8,3,6,2,8,60
737,18,0,26,2,46,18,1,0,6,39,1,0,29,0,24,14,0,2,2,12,0,23,3,2,5,18,10,0,3,0,4.745562130177515,3,7,4,6,169
738,8,4,33,1,34,21,1,0,4,60,37,0,23,0,20,21,0,0,1,9,0,15,22,10,8,10,6,0,1,4,5.323770491803279,2,37,3,37,244
739,11,0,20,3,37,21,2,0,3,29,4,1,21,0,37,24,0,0,0,14,0,23,8,10,6,21,8,3,4,1,4.2272727272727275,3,11,3,23,198
740,17,1,25,4,35,9,3,0,13,51,3,0,30,0,20,17,1,1,3,10,0,24,4,4,6,10,5,3,2,0,4.617647058823529,2,34,3,14,170
741,34,0,49,12,81,30,2,2,25,71,46,1,67,0,78,51,3,1,0,31,0,61,8,9,2,48,17,7,5,7,5.1318407960199,7,74,4,38,402
742,18,2,41,1,41,28,0,1,13,60,13,0,25,1,34,31,1,0,7,11,0,27,4,3,11,29,15,4,0,2,4.723577235772358,1,6,3,23,246
743,15,3,48,3,65,17,0,0,18,61,10,0,29,0,29,27,0,0,4,10,0,27,8,3,17,11,13,1,3,6,5.774774774774775,8,5,4,20,222
744,30,2,59,1,61,43,2,0,6,76,16,0,44,0,42,35,0,0,1,25,0,25,7,9,27,29,10,5,5,4,5.6687306501547985,7,13,5,24,323
745,24,1,60,1,54,57,1,1,25,80,17,0,54,0,20,53,3,1,3,20,0,43,3,10,18,20,15,5,5,7,5.977464788732394,5,13,5,28,355
746,18,1,15,4,34,11,0,0,2,22,23,0,17,0,44,12,0,0,3,8,0,6,17,3,5,16,2,2,1,4,5.1610738255033555,3,28,2,30,149
747,15,2,30,0,28,8,2,0,1,37,13,0,11,0,43,5,0,0,4,12,0,9,37,9,3,3,2,0,1,4,4.977777777777778,1,13,3,14,135
748,14,0,31,0,28,12,1,0,11,26,4,0,36,0,24,13,1,0,4,10,0,23,1,5,12,16,7,4,4,0,5.294871794871795,4,3,4,17,156
749,8,0,24,1,31,24,0,0,4,27,11,0,19,0,40,14,0,0,3,13,0,13,12,6,3,13,6,1,2,1,4.6946107784431135,2,17,3,20,167
750,15,6,28,2,55,27,2,1,9,45,4,0,31,0,30,34,2,0,1,15,0,27,0,6,12,18,17,4,8,2,5.497757847533633,8,5,4,22,223
751,10,0,13,2,36,19,1,0,5,45,8,0,13,0,39,19,1,0,1,7,0,13,0,2,7,20,18,1,12,4,4.745562130177515,15,5,3,17,169
752,16,0,23,4,36,16,2,1,13,37,2,0,29,0,27,18,0,0,4,15,0,29,2,5,6,22,4,3,1,3,4.732954545454546,1,16,3,18,176
753,8,1,21,1,27,15,0,0,10,21,4,0,18,0,7,12,0,0,2,5,0,15,0,1,3,6,8,0,3,3,4.729166666666667,5,10,3,7,96
754,9,0,52,0,36,12,3,0,19,66,16,0,22,1,12,22,0,0,1,4,0,23,3,3,6,8,8,1,1,0,5.550561797752809,1,5,3,26,178
755,9,3,29,3,40,19,0,0,11,44,9,0,34,1,14,13,1,0,1,8,0,17,3,3,3,11,7,3,1,2,5.419540229885057,2,13,3,15,174
756,13,2,5,0,15,8,1,0,4,28,3,0,4,0,13,15,1,0,0,5,0,10,2,1,1,11,4,1,4,2,4.987341772151899,6,24,2,6,79
757,17,1,24,1,29,24,0,0,9,36,4,4,39,0,20,10,0,0,4,16,0,22,0,13,7,23,8,1,1,8,5.055276381909548,2,19,3,24,199
758,20,0,48,3,60,37,5,2,8,68,22,0,49,0,47,26,1,0,0,18,0,31,3,12,10,36,9,5,9,6,4.98005698005698,11,39,4,20,351
759,12,1,58,0,39,25,0,0,12,76,12,0,38,0,38,23,0,0,5,16,0,19,4,1,13,27,10,5,3,2,3.566951566951567,4,15,4,25,351
760,7,4,39,0,46,12,0,0,5,49,8,0,26,1,28,20,1,0,2,6,0,15,3,3,3,26,13,4,0,3,4.421052631578948,2,20,3,11,190
761,8,0,23,1,30,11,0,0,5,23,3,1,23,0,20,14,0,0,2,9,0,14,1,12,2,15,3,2,3,2,4.751824817518248,4,5,2,11,137
762,27,1,62,3,70,46,3,0,24,59,13,2,61,2,41,31,1,0,4,21,0,52,6,12,13,19,8,2,3,4,5.390625,7,23,4,26,320
763,0,0,9,2,12,4,0,0,2,12,5,0,7,0,2,3,0,0,0,4,0,8,1,1,0,5,2,2,0,0,4.576923076923077,0,3,2,4,52
764,21,1,65,1,39,34,3,0,14,79,10,1,31,0,20,28,0,0,3,22,0,40,2,4,9,12,27,4,5,1,5.348432055749129,7,11,4,23,287
765,9,2,32,2,30,9,1,0,11,53,14,0,23,0,28,11,0,0,3,9,0,24,2,3,3,20,12,2,1,1,4.748768472906404,2,14,3,24,203
766,15,0,18,4,37,13,0,0,7,21,4,0,30,0,33,16,0,0,3,10,0,20,0,3,10,25,14,0,8,1,4.614457831325301,8,12,3,14,166
767,3,2,7,0,24,16,0,0,3,24,10,0,15,0,31,15,0,0,0,6,0,11,5,0,2,21,2,0,1,12,5.43859649122807,1,30,2,18,114
768,16,2,63,5,81,37,7,1,19,68,14,0,46,0,36,30,5,0,0,22,0,34,4,9,14,32,11,6,6,4,5.149837133550489,9,20,4,29,307
769,15,1,40,0,39,13,0,0,3,39,4,0,38,0,13,13,1,1,2,7,0,10,1,3,4,17,10,2,3,2,5.470198675496689,4,8,4,19,151
770,12,0,17,0,40,22,0,1,21,39,8,2,48,0,29,10,0,0,2,13,0,36,0,3,8,20,0,4,2,0,5.101321585903084,2,16,4,22,227
771,8,1,26,1,41,22,0,0,12,33,7,0,39,0,36,14,0,0,1,8,0,22,5,8,4,25,4,2,2,2,5.279569892473118,4,14,3,21,186
772,15,1,29,0,38,34,3,1,12,41,5,0,45,0,25,16,2,0,3,17,0,28,0,11,12,16,10,2,1,4,6.205357142857143,1,4,4,19,224
773,31,3,78,1,84,33,3,3,21,99,23,0,53,0,42,29,1,1,6,34,0,41,8,8,17,27,15,3,3,9,5.941952506596306,9,17,4,35,379
774,7,4,23,0,34,14,0,1,7,37,9,0,28,0,30,18,0,0,3,16,0,19,6,2,5,21,8,1,5,2,4.943502824858757,6,16,4,19,177
775,11,1,50,3,49,28,0,0,8,61,10,1,25,0,9,15,0,0,3,16,0,14,0,1,3,11,23,4,0,0,5.340101522842639,0,12,3,20,197
776,15,0,21,1,32,21,2,0,7,26,6,0,17,0,33,16,2,0,1,8,0,18,0,3,3,23,8,0,2,4,5.098039215686274,2,14,3,9,153
777,16,5,36,0,67,29,1,0,16,70,26,0,43,1,45,38,3,1,2,19,0,43,7,9,9,24,11,2,4,3,5.367003367003367,6,18,4,32,297
778,32,1,34,8,47,36,0,0,12,49,10,2,49,0,58,48,1,1,2,15,0,34,3,3,13,48,17,3,4,3,4.763975155279503,6,6,4,35,322
779,19,5,38,9,66,15,3,0,9,59,6,0,18,1,44,24,0,0,3,17,0,26,18,9,12,20,13,3,1,2,4.821428571428571,1,28,3,7,196
780,9,0,13,0,33,11,0,0,5,21,13,0,18,0,30,11,0,0,0,13,0,16,3,5,8,23,8,3,2,1,4.620253164556962,3,10,3,14,158
781,7,1,15,0,26,19,1,0,7,23,3,0,17,1,14,11,1,0,0,14,0,21,0,9,2,9,3,3,2,1,5.1652892561983474,4,2,2,8,121
782,17,1,19,4,44,17,0,0,3,41,4,0,17,0,44,21,0,0,0,15,0,21,3,7,2,26,16,1,6,3,4.7006369426751595,9,15,4,17,157
783,38,3,77,1,87,50,7,0,18,106,23,0,71,0,91,29,2,0,9,34,0,55,21,23,16,43,26,6,12,9,5.080971659919029,19,29,4,41,494
784,8,0,13,0,18,5,0,0,8,13,5,1,18,1,8,6,2,0,1,3,0,9,0,3,4,11,2,1,1,0,6.1911764705882355,1,11,2,7,68
785,29,1,42,0,55,41,5,1,5,44,21,0,57,0,55,28,0,0,0,17,0,25,4,14,9,38,9,3,3,0,5.324503311258278,4,8,4,32,302
786,13,4,58,0,45,10,4,0,20,55,2,0,24,0,43,18,1,0,2,12,0,33,0,8,5,24,13,2,7,2,4.6,8,11,3,25,230
787,15,1,38,2,44,33,3,0,12,51,3,1,42,0,40,15,1,2,1,12,0,19,3,5,6,24,6,3,1,2,5.273913043478261,3,11,4,23,230
788,7,0,22,3,24,13,2,1,6,33,3,0,21,0,5,9,0,0,0,3,0,9,0,0,8,9,6,1,0,0,5.475,0,6,3,15,120
789,26,0,37,0,57,25,2,1,3,47,15,0,43,0,24,22,2,0,3,9,0,13,1,9,7,11,16,1,5,3,5.2946058091286305,5,9,4,19,241
790,34,3,83,5,82,32,4,2,27,121,32,1,42,1,76,47,1,1,1,29,0,48,9,16,9,43,16,8,8,3,5.4063205417607225,13,50,4,44,443
791,11,0,24,2,40,18,0,0,5,40,7,0,21,0,31,12,0,0,5,10,0,21,4,2,3,13,7,3,4,1,4.972602739726027,5,21,3,18,146
792,15,10,38,5,56,25,2,2,11,67,10,0,23,0,18,12,0,0,3,12,0,21,2,6,11,9,14,1,2,2,6.425233644859813,2,9,4,16,214
793,14,4,46,3,48,19,2,1,11,50,12,2,36,0,18,17,1,0,3,9,0,21,1,6,10,21,10,4,3,3,5.338028169014085,5,19,4,27,213
794,9,1,19,4,29,12,1,0,4,43,21,1,14,0,40,13,0,0,0,13,0,17,6,1,1,14,7,0,5,2,4.692771084337349,6,39,3,14,166
795,16,1,31,3,40,16,3,0,8,42,4,0,28,0,42,8,0,0,4,18,0,20,4,8,10,40,6,6,2,4,4.832460732984293,3,14,3,22,191
796,10,2,44,3,43,16,0,0,19,59,3,0,30,0,14,8,0,0,0,9,0,33,1,1,3,20,5,4,2,4,5.2994652406417115,5,14,3,19,187
797,16,2,39,2,53,16,1,2,8,64,12,0,22,0,54,23,0,0,4,19,0,29,9,4,10,28,12,5,1,1,5.077551020408163,1,13,4,23,245
798,24,0,38,2,51,22,6,2,5,49,15,0,35,0,49,39,0,0,0,14,0,24,1,9,3,38,12,1,6,1,5.237903225806452,7,11,4,26,248
799,14,1,31,2,34,29,2,2,7,68,9,0,29,0,31,26,0,2,0,6,0,20,6,5,6,20,9,4,3,3,5.145299145299146,2,15,4,22,234
800,11,2,43,2,42,24,1,0,14,61,16,0,28,0,32,20,0,1,1,11,0,26,5,7,3,31,4,2,5,4,4.481060606060606,5,24,3,34,264
