,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
843,7,0,28,1,21,10,1,1,1,47,4,0,4,0,0,27,13,0,0,2,9,0,9,18,6,4,6,8,3,1,2,4.659090909090909,1,10,24,16,132
844,9,2,16,0,27,5,1,1,2,37,17,0,9,0,0,46,12,0,0,4,8,0,9,34,6,4,6,1,0,0,6,4.858895705521473,0,18,23,22,163
845,9,1,12,0,10,11,0,0,0,17,5,0,2,0,0,17,4,0,0,1,5,0,5,4,4,1,10,2,0,1,4,4.4868421052631575,2,8,13,10,76
846,11,1,20,0,25,15,0,0,1,43,14,0,10,0,0,40,19,0,0,2,10,0,10,29,18,6,6,2,0,0,4,4.772972972972973,0,12,24,25,185
847,7,0,19,0,12,10,0,0,0,36,14,0,3,0,0,20,6,0,0,0,8,0,7,16,2,5,1,3,0,0,1,5.148936170212766,0,11,18,15,94
848,12,1,14,1,19,9,0,0,2,39,9,0,6,0,0,38,12,0,0,3,8,0,13,30,6,4,4,6,0,1,2,4.611111111111111,1,12,15,21,144
849,5,0,13,0,14,12,0,0,2,16,8,0,4,0,0,24,17,0,0,2,3,0,5,11,3,2,8,3,0,0,0,4.0,0,20,12,7,92
850,2,1,11,0,14,4,2,0,0,29,6,0,5,0,1,27,8,0,0,2,14,0,10,24,1,0,4,1,0,2,2,4.785714285714286,2,16,14,13,84
851,2,3,7,0,12,6,0,0,3,12,9,0,2,0,0,10,5,3,1,1,4,0,7,1,7,1,6,5,0,0,2,2.925925925925926,1,8,9,7,108
852,1,0,6,0,1,2,0,0,0,9,6,0,4,0,0,10,1,0,0,4,4,0,2,6,2,1,5,0,0,0,0,3.4,0,7,16,6,60
853,0,0,4,0,5,1,0,0,0,2,3,0,4,0,0,8,2,0,0,0,3,0,3,6,0,1,0,1,0,0,0,3.5,0,3,8,3,30
854,8,0,15,0,11,7,0,0,5,20,14,0,10,0,0,24,12,1,0,3,6,0,8,17,4,7,6,0,1,3,0,5.18018018018018,4,18,23,22,111
855,15,1,15,1,21,15,0,0,3,35,18,0,7,0,0,38,4,0,0,2,7,0,11,21,4,1,10,2,0,0,0,4.474820143884892,0,19,16,15,139
856,16,0,33,1,42,21,0,1,1,77,19,0,28,0,0,44,22,1,0,4,8,0,8,11,11,6,15,7,0,0,2,5.539094650205762,1,17,24,20,243
857,5,3,8,1,11,13,0,0,1,14,8,0,9,0,0,39,18,0,0,1,6,0,6,26,2,2,1,0,0,2,2,4.38655462184874,2,5,19,20,119
858,7,1,14,1,20,8,0,0,0,28,5,0,11,0,0,27,12,0,0,0,15,0,10,24,4,2,5,3,2,0,6,4.795918367346939,1,13,16,7,98
859,8,1,10,0,15,5,0,0,1,23,11,0,7,1,0,33,10,0,0,1,6,0,4,20,6,8,8,0,0,0,1,5.0,0,12,23,12,119
860,10,0,9,0,20,10,0,0,1,23,12,0,6,0,0,17,16,0,0,0,6,0,9,8,7,1,7,2,1,0,2,4.972972972972973,0,16,16,9,111
861,10,3,21,0,20,8,0,1,4,21,29,0,5,0,1,31,17,0,0,2,2,0,6,27,2,7,5,2,0,4,3,4.630434782608695,3,23,24,16,138
862,4,1,5,3,4,1,0,0,0,13,1,0,2,0,0,6,5,0,0,1,2,0,1,1,5,0,1,2,0,0,0,5.806451612903226,0,1,7,4,31
863,0,1,13,0,7,3,0,0,0,31,14,0,0,0,0,8,2,0,0,0,3,0,2,16,4,1,5,1,1,0,2,5.2025316455696204,0,14,10,11,79
864,10,0,15,1,27,7,0,0,2,27,3,0,4,0,0,31,18,0,0,0,7,0,10,20,2,6,3,0,0,0,0,4.488636363636363,0,4,17,7,88
865,3,1,4,0,4,5,0,0,1,6,1,0,1,0,0,6,2,0,0,1,2,0,3,6,2,0,0,0,1,0,1,4.0,0,2,10,5,28
866,5,1,13,0,8,8,2,0,2,14,33,0,6,0,0,5,9,1,0,0,3,0,4,11,3,2,1,2,0,0,2,6.147368421052631,0,31,19,15,95
867,2,6,13,0,12,5,0,0,4,33,24,0,8,0,0,26,5,1,0,3,9,0,12,17,2,3,2,3,0,0,1,5.0227272727272725,0,30,20,13,132
868,5,1,11,1,19,6,0,1,1,18,8,0,2,0,0,26,9,0,0,1,9,0,9,20,4,2,2,2,2,0,6,4.2439024390243905,0,13,17,10,82
869,5,0,4,0,8,9,0,0,3,10,9,0,7,0,0,7,7,0,0,0,4,0,7,5,0,1,2,1,0,0,0,5.416666666666667,0,7,17,10,60
870,2,1,4,0,8,5,0,0,1,19,3,0,4,0,0,29,12,0,0,1,1,0,5,3,0,1,6,9,0,1,4,4.2894736842105265,1,11,11,13,76
871,1,0,2,0,3,1,0,0,1,12,7,0,3,0,0,12,1,0,0,0,3,0,3,11,9,2,0,0,0,1,0,5.046511627906977,1,4,15,8,43
872,8,3,9,2,15,6,0,0,5,9,1,0,11,0,0,9,11,0,0,2,3,0,9,0,1,2,11,2,2,4,0,4.7894736842105265,4,1,9,11,57
873,11,0,26,0,25,6,0,0,3,40,11,0,10,0,0,28,33,0,0,1,13,0,12,19,6,5,11,3,1,1,3,4.763888888888889,1,14,19,20,144
874,7,0,15,0,12,5,0,0,0,22,9,0,5,0,0,18,8,0,0,0,4,0,4,18,4,1,1,0,1,0,1,5.093333333333334,0,9,20,11,75
875,1,0,3,0,5,3,0,0,0,6,1,0,0,0,0,5,0,0,0,0,2,0,2,6,1,0,0,0,0,0,2,4.238095238095238,0,1,7,3,21
876,4,0,6,0,15,8,0,0,4,21,7,0,6,0,0,25,9,0,0,0,5,0,9,0,8,5,12,6,0,1,5,5.384615384615385,1,6,12,13,78
877,5,1,15,0,20,6,0,0,0,40,33,0,4,1,0,24,4,0,0,2,3,0,3,22,4,0,9,2,1,1,3,4.664383561643835,1,42,24,26,146
878,10,3,11,1,20,11,1,0,2,20,5,0,9,0,1,37,13,0,0,2,13,0,9,22,7,1,4,1,2,0,3,4.87,1,8,20,7,100
879,8,2,11,1,16,11,1,0,1,31,8,0,4,0,2,31,12,0,0,0,13,0,14,24,4,4,3,1,1,0,4,4.568807339449541,0,10,19,14,109
880,6,0,6,3,10,4,0,0,1,15,0,0,2,0,0,17,1,0,0,1,4,0,3,12,2,1,0,1,0,0,0,3.9347826086956523,0,0,14,6,46
881,10,2,10,0,20,10,0,0,4,33,2,0,3,0,0,37,8,0,0,0,4,0,7,13,6,6,9,3,1,0,3,4.240384615384615,0,22,10,1,104
882,5,2,5,0,11,3,0,0,2,14,4,0,5,0,0,18,9,0,0,0,7,0,12,6,6,3,6,6,1,1,2,4.925,0,3,20,9,80
883,7,1,10,1,17,11,0,0,0,30,16,0,6,0,0,25,18,0,0,3,5,0,4,23,3,1,2,2,0,0,3,5.138211382113822,1,12,17,16,123
884,4,1,20,0,17,10,1,0,0,29,10,0,7,0,0,18,6,0,1,1,4,0,2,20,3,0,1,2,1,0,1,5.053191489361702,0,13,17,13,94
885,9,3,11,3,16,6,0,0,1,24,18,0,5,0,0,21,18,0,0,1,6,0,6,34,3,3,1,3,0,0,3,5.477876106194691,0,18,20,17,113
886,14,8,33,0,45,19,1,0,4,51,21,0,19,0,0,46,18,0,0,0,12,0,12,36,6,7,7,3,0,2,0,4.745535714285714,2,21,24,34,224
887,8,3,8,0,12,9,0,0,0,21,2,0,4,0,0,19,11,0,0,0,5,0,5,20,6,1,0,0,0,0,0,4.8441558441558445,0,5,16,10,77
888,8,0,6,0,15,9,0,0,0,30,11,0,3,0,0,39,19,0,0,4,8,0,6,24,6,6,7,0,0,1,4,4.194915254237288,2,12,19,18,118
889,4,2,13,0,23,9,1,0,0,32,24,0,10,0,2,34,8,1,0,4,9,0,7,24,3,10,12,0,1,1,1,4.866197183098592,2,19,23,16,142
890,1,0,1,0,9,1,0,0,0,4,1,0,0,0,0,7,1,0,0,0,2,0,0,0,2,0,5,3,0,3,0,5.0625,3,2,6,2,16
891,5,2,8,0,8,3,0,0,1,20,5,0,2,0,0,13,6,0,0,0,5,0,7,9,1,2,2,1,0,0,0,5.064516129032258,0,1,16,13,62
892,8,1,9,1,11,1,0,0,3,11,5,0,1,0,0,34,12,0,0,1,5,0,7,24,2,0,0,3,0,0,6,3.8846153846153846,0,5,14,7,78
893,18,7,32,0,33,28,3,0,5,58,6,0,11,0,1,54,27,0,0,4,14,0,17,39,7,6,6,2,2,0,4,4.710280373831775,0,13,21,29,214
894,9,2,24,2,22,9,0,1,4,37,30,0,7,0,0,12,12,0,0,3,2,0,6,19,6,7,1,2,1,0,3,5.519083969465649,2,28,24,20,131
895,7,1,18,1,39,7,0,2,3,44,13,0,11,0,1,33,23,0,0,1,13,0,9,25,14,4,4,1,1,2,1,5.583333333333333,2,29,16,9,144
896,15,1,11,0,17,5,0,0,0,25,2,1,5,0,0,43,15,0,0,2,11,0,10,34,0,1,4,2,0,0,3,4.454545454545454,0,8,16,17,121
897,5,0,5,0,4,2,0,0,1,14,7,0,2,0,0,19,13,0,0,1,8,0,7,11,7,2,1,2,0,0,1,4.8,0,7,13,7,60
898,6,1,12,1,20,5,0,1,1,21,17,1,3,1,0,33,6,0,0,3,4,0,6,20,6,2,8,1,0,0,4,4.581818181818182,1,19,18,19,110
899,5,0,12,1,17,11,0,0,0,36,10,0,5,0,0,14,11,0,0,3,3,0,2,11,11,7,4,0,1,2,0,5.1683168316831685,2,8,24,8,101
900,2,2,17,0,21,10,1,0,3,31,28,0,4,0,0,29,22,0,0,4,7,0,9,22,8,4,11,2,0,2,2,4.813664596273292,2,37,19,23,161
901,4,3,19,0,10,1,0,1,1,32,8,0,8,0,0,12,7,1,0,0,6,0,5,13,3,3,3,3,3,0,2,4.806451612903226,1,14,17,13,93
902,6,7,15,0,35,11,2,1,3,25,12,0,9,0,0,43,19,0,0,3,7,0,10,32,7,4,11,1,1,0,3,4.76056338028169,0,13,22,16,142
903,3,1,10,0,8,0,3,0,0,31,8,0,2,0,0,14,3,0,0,1,6,0,6,11,2,2,1,2,0,1,1,4.987341772151899,0,5,17,10,79
904,6,2,8,0,6,3,2,0,0,16,10,0,3,0,0,7,3,0,0,0,4,0,3,12,2,0,2,4,0,0,3,5.484375,0,19,19,10,64
905,6,1,21,0,19,12,0,0,3,30,24,0,10,1,0,23,14,0,0,1,5,0,6,4,7,4,14,5,1,0,3,4.904761904761905,2,23,22,28,147
906,4,1,6,0,3,2,1,0,0,6,5,0,1,0,0,14,6,0,0,0,3,0,2,8,3,2,3,0,0,0,1,4.682926829268292,0,11,12,7,41
907,8,3,3,0,5,4,1,0,2,14,3,0,3,0,0,21,10,0,0,2,7,0,10,14,1,0,0,0,0,0,4,4.6415094339622645,0,4,15,5,53
908,13,0,25,1,27,19,0,0,3,57,43,0,14,0,0,41,15,1,0,4,12,0,20,42,10,2,13,0,0,2,3,5.1687242798353905,2,52,22,30,243
909,7,1,12,0,19,11,1,0,0,33,16,0,8,0,0,31,11,0,0,3,9,0,7,27,10,4,2,3,0,0,2,4.770992366412214,1,21,17,14,131
910,8,0,4,1,13,6,0,0,0,14,3,0,2,0,0,24,10,0,0,2,0,0,3,11,2,3,3,0,0,0,3,4.078431372549019,2,5,10,4,51
911,8,1,5,0,10,5,0,0,2,17,1,0,1,0,0,19,7,0,0,1,1,0,3,8,3,0,1,0,0,0,0,4.745098039215686,0,3,16,6,51
912,5,3,13,0,19,6,1,0,1,16,8,0,8,0,0,20,5,0,0,3,4,0,5,12,4,1,6,0,0,1,3,4.6625,2,6,18,10,80
913,9,0,12,1,17,6,0,1,0,25,8,0,5,0,0,28,10,1,0,1,9,0,7,16,1,4,6,1,1,0,4,4.454545454545454,0,13,24,13,99
914,10,0,6,0,10,5,1,0,3,14,5,0,5,0,0,30,17,0,0,0,7,0,10,18,8,3,3,1,0,3,2,4.761363636363637,3,7,18,10,88
915,11,2,23,1,35,13,0,0,0,52,46,0,12,0,1,27,12,1,0,2,10,0,8,37,7,3,3,5,1,2,3,5.05524861878453,3,50,21,15,181
916,7,1,14,1,18,9,0,0,2,29,14,0,5,0,0,21,11,0,0,0,12,0,10,7,5,1,6,2,0,0,4,5.290322580645161,1,10,10,9,93
917,16,0,22,1,31,16,0,0,8,54,22,0,8,0,0,47,19,0,0,1,6,0,14,26,6,5,6,5,1,3,5,5.166666666666667,3,14,23,25,186
918,14,2,8,2,14,7,0,0,0,29,3,0,7,0,0,21,9,0,0,2,0,0,1,13,3,1,2,2,0,0,2,4.476190476190476,1,9,17,3,84
919,5,0,8,0,12,6,0,0,1,19,7,0,4,0,0,16,4,0,0,0,12,0,14,17,4,2,2,0,0,0,4,4.863013698630137,0,6,14,9,73
920,3,0,3,0,13,4,0,0,0,10,9,0,2,0,0,7,8,0,0,0,1,0,2,0,2,0,5,0,0,2,1,4.8,2,9,11,3,45
921,13,1,42,0,52,25,2,0,5,70,28,1,14,0,0,46,22,1,0,5,12,0,15,39,16,10,14,6,2,1,4,5.2020905923344944,0,47,24,35,287
922,4,2,8,1,7,4,0,0,2,13,1,0,4,0,0,15,9,0,0,0,6,0,8,12,3,4,5,3,0,1,1,4.7,1,7,10,8,60
923,4,0,0,0,8,1,0,0,3,14,0,0,0,0,0,5,1,0,0,0,1,0,5,0,1,0,2,2,0,1,1,6.083333333333333,2,1,6,2,24
924,4,0,15,0,16,4,0,1,3,23,28,0,1,0,0,30,4,1,0,2,12,0,8,21,3,2,3,1,0,0,2,5.284403669724771,0,26,20,18,109
925,12,10,8,0,14,9,0,1,0,15,16,0,7,0,0,21,6,0,0,3,5,0,6,18,5,0,4,0,0,0,4,5.216981132075472,1,20,17,12,106
926,5,0,9,1,13,12,0,0,0,17,14,0,1,0,0,16,9,0,2,0,5,0,5,5,3,0,3,8,0,1,2,5.333333333333333,1,12,14,13,72
927,5,4,21,0,20,15,1,0,4,41,10,0,4,0,0,41,5,1,0,1,6,0,9,19,3,2,8,2,3,0,0,4.44,0,24,16,15,125
928,10,2,12,1,15,13,1,1,1,23,7,0,7,0,0,18,8,0,0,0,2,0,2,22,6,3,2,0,0,2,0,4.989130434782608,1,4,21,14,92
929,4,1,5,0,4,5,0,0,0,16,4,0,0,0,0,22,5,0,1,0,3,0,2,10,2,2,7,4,0,1,0,4.377049180327869,1,5,13,7,61
930,8,2,17,0,30,14,1,0,3,43,29,0,14,1,0,58,15,0,0,1,17,0,14,36,10,6,17,2,2,3,7,5.3478260869565215,4,32,24,29,207
931,2,1,17,0,25,3,1,0,3,25,4,0,6,0,0,35,15,1,0,4,2,0,6,27,6,6,1,3,0,0,5,4.478260869565218,1,5,17,16,115
932,2,0,12,1,13,9,0,0,2,22,1,0,7,0,0,24,3,0,0,0,1,0,2,11,2,0,4,3,0,0,4,4.107692307692307,0,1,15,9,65
933,4,2,6,0,18,9,0,1,3,9,20,0,3,0,0,23,14,0,0,0,5,0,6,18,0,0,3,2,0,1,3,5.556818181818182,2,23,19,19,88
934,0,2,9,2,11,7,0,0,1,29,10,0,3,0,0,14,7,0,0,1,6,0,7,13,3,2,4,0,1,1,3,4.576470588235294,1,16,15,5,85
935,3,4,15,0,17,4,1,0,0,26,9,0,6,0,0,12,6,0,0,0,3,0,2,12,3,1,2,5,1,0,0,5.77027027027027,0,9,20,10,74
936,3,4,15,0,11,9,0,1,0,19,1,0,1,0,0,13,7,0,0,0,7,0,7,9,2,3,1,4,0,0,1,4.475409836065574,0,0,17,5,61
937,1,0,3,0,1,1,2,0,0,5,0,0,1,0,0,5,3,0,0,0,3,0,2,0,0,0,1,2,0,0,0,4.529411764705882,0,0,4,4,17
938,0,1,12,0,16,0,0,0,1,21,15,0,2,0,0,18,7,0,0,0,5,0,7,11,1,2,1,0,1,0,1,4.986301369863014,0,19,17,5,73
939,6,0,7,0,20,3,0,0,1,17,9,0,4,0,0,19,9,0,0,2,7,0,6,10,3,4,2,4,2,1,1,4.787878787878788,4,10,15,3,66
940,13,1,25,0,32,12,0,0,5,46,8,0,9,0,0,40,14,0,1,0,6,0,13,4,5,1,26,8,1,3,2,5.318181818181818,4,14,17,17,154
941,12,4,27,2,22,11,0,2,0,55,11,0,5,0,0,28,10,0,0,2,18,0,16,25,9,6,6,7,0,1,3,5.018867924528302,1,11,18,15,159
942,2,3,3,0,8,5,0,0,0,10,3,0,2,0,0,11,6,0,0,1,4,0,5,7,4,1,5,1,0,0,4,4.7924528301886795,0,5,17,7,53
943,6,0,15,0,15,5,2,0,2,22,2,0,7,0,1,29,15,1,0,2,10,0,12,11,1,4,12,2,0,1,1,4.752688172043011,1,6,14,12,93
944,5,1,8,0,4,2,0,0,1,15,4,0,3,0,0,14,3,0,0,1,3,0,4,11,2,1,2,1,0,0,0,4.615384615384615,0,1,15,10,52
945,17,1,13,2,21,6,1,0,0,23,4,0,1,0,0,22,8,0,0,0,5,0,4,26,1,10,0,1,0,1,0,5.140845070422535,1,7,20,3,71
946,1,1,3,0,3,2,0,0,0,5,0,0,1,0,0,4,0,0,0,0,1,0,1,4,2,1,0,0,0,0,2,4.0,0,0,9,3,17
947,3,2,14,3,19,11,0,2,1,27,18,0,8,0,0,21,15,0,0,1,4,0,6,21,0,2,1,2,0,0,1,4.838709677419355,0,23,20,18,124
948,10,3,7,2,7,5,0,0,1,14,9,0,0,0,0,10,6,0,0,2,2,0,4,11,0,2,4,0,0,0,1,5.254545454545455,0,15,17,8,55
949,4,0,9,2,8,3,0,0,1,18,4,0,5,0,0,26,8,0,0,0,5,0,6,20,2,2,2,2,1,1,3,4.3896103896103895,0,3,16,14,77
950,9,2,35,0,47,16,1,0,3,61,20,0,8,0,0,34,13,0,0,3,6,0,13,38,6,5,5,0,0,3,2,4.839622641509434,3,33,24,30,212
951,18,4,24,0,28,11,1,0,6,45,47,0,9,0,0,53,22,0,0,6,9,0,16,28,5,8,14,5,1,2,2,4.590308370044053,3,43,20,19,227
952,9,0,10,0,8,3,0,0,5,17,3,0,3,0,0,9,2,0,0,0,1,0,8,0,0,2,1,3,0,1,1,4.738095238095238,2,0,12,7,42
953,5,4,13,0,21,10,1,4,3,16,9,0,10,0,0,21,7,0,1,1,2,0,7,3,3,6,8,11,1,0,2,5.793814432989691,0,12,17,14,97
954,5,2,14,0,12,7,0,0,1,24,15,0,6,0,0,18,8,0,0,2,8,0,4,21,2,3,1,1,0,0,2,4.777777777777778,0,8,14,16,90
955,6,4,9,0,16,6,1,1,3,28,9,0,13,0,0,23,12,0,0,3,5,0,6,2,0,3,11,11,2,2,2,5.353535353535354,2,9,13,13,99
956,12,0,4,0,10,4,0,0,1,20,8,0,2,0,0,30,11,0,0,0,9,0,8,12,5,1,8,3,0,0,0,4.8875,0,16,16,7,80
957,7,2,19,1,31,9,2,2,2,39,33,0,8,0,0,23,7,0,0,1,5,0,5,24,5,2,1,1,0,0,0,6.080882352941177,0,36,22,25,136
958,6,0,20,0,15,7,1,0,1,28,9,0,4,0,0,23,6,0,0,2,8,0,6,23,0,6,1,0,0,1,4,4.447916666666667,1,10,19,16,96
959,2,2,4,0,8,6,0,0,3,12,3,0,4,0,0,23,5,0,0,0,0,0,4,12,2,2,5,0,0,2,3,4.27536231884058,3,5,15,11,69
960,8,3,14,0,17,7,0,0,0,31,23,0,4,0,0,39,12,0,0,0,18,0,13,30,3,3,1,0,1,0,1,4.619718309859155,1,17,16,21,142
961,10,2,16,3,31,11,0,0,4,32,8,0,5,0,0,43,16,0,0,2,11,0,16,26,5,7,7,2,1,0,5,4.368421052631579,0,8,17,18,133
962,5,1,6,0,4,2,0,0,0,8,5,0,0,0,0,9,3,0,0,1,0,0,0,9,2,0,1,1,0,0,1,4.290322580645161,0,3,9,6,31
963,2,0,5,0,9,2,1,0,0,13,2,0,0,0,0,10,6,0,0,0,4,0,5,13,1,1,0,0,0,0,3,3.5641025641025643,0,6,10,2,39
964,8,0,14,0,28,14,3,1,5,47,26,0,7,0,0,32,20,2,0,0,14,0,22,6,3,0,17,6,0,0,3,5.617283950617284,0,30,14,21,162
965,5,1,10,1,13,6,0,0,1,21,3,0,1,0,0,22,5,0,0,4,4,0,3,13,6,1,6,0,0,3,1,4.361111111111111,3,7,14,8,72
966,2,0,6,0,8,5,0,1,1,16,3,0,1,0,0,17,4,0,0,0,2,0,2,13,0,4,1,0,0,0,3,4.709090909090909,0,3,15,8,55
967,10,5,19,0,17,11,1,0,1,48,29,0,11,0,0,46,14,1,0,3,1,0,4,32,8,3,4,3,0,0,0,5.163043478260869,0,20,23,40,184
968,13,3,26,1,16,10,0,0,0,40,7,0,15,0,0,43,14,0,0,2,16,0,14,29,9,4,3,3,0,0,2,4.2727272727272725,0,11,18,20,143
969,3,3,7,0,8,1,0,0,0,12,10,0,4,0,0,7,4,0,0,0,5,0,3,12,3,0,1,1,0,0,3,5.369565217391305,0,7,18,7,46
970,16,1,15,0,22,7,1,1,1,37,3,0,8,0,0,24,18,1,0,5,5,0,3,24,4,8,4,2,0,0,1,4.934959349593496,0,5,20,15,123
971,1,1,3,0,5,6,0,0,0,8,0,0,2,0,0,14,3,0,0,0,5,0,4,6,2,2,5,1,0,0,3,4.282051282051282,0,3,7,3,39
972,7,0,11,1,11,6,0,1,3,21,5,0,3,0,0,20,12,0,0,1,4,0,6,13,5,0,1,0,0,0,0,4.506849315068493,0,4,20,11,73
973,2,0,6,0,4,1,0,2,2,11,7,0,1,0,0,9,0,1,0,0,3,0,3,1,1,0,2,5,0,0,0,4.878787878787879,0,7,12,6,33
974,6,0,16,0,14,8,0,0,1,35,31,0,1,0,0,30,8,0,0,1,6,0,6,27,5,6,2,2,0,3,5,4.934426229508197,3,32,16,12,122
975,14,1,14,2,11,9,0,0,1,29,15,0,2,0,0,34,15,0,0,5,5,0,5,33,5,6,2,1,0,3,0,4.590163934426229,3,10,19,20,122
976,2,0,7,0,4,1,0,0,1,16,8,0,1,0,0,5,3,0,0,0,0,0,3,0,2,0,4,3,1,2,0,5.5227272727272725,2,9,10,7,44
977,4,2,13,0,15,4,0,1,1,14,22,0,7,0,0,16,11,0,0,4,10,0,11,15,3,4,4,0,1,2,1,4.862745098039215,2,19,21,11,102
978,6,0,11,0,26,7,1,0,3,17,15,0,10,0,0,21,7,0,1,0,8,0,11,5,1,5,7,5,0,1,1,5.159574468085107,1,15,13,7,94
979,3,0,6,0,10,5,0,0,1,12,0,0,3,0,0,7,0,0,0,0,2,0,6,1,2,0,2,1,0,0,1,5.484848484848484,0,0,10,6,33
980,3,0,5,0,4,4,0,0,1,13,6,0,1,0,0,12,10,0,0,1,2,0,5,3,9,1,4,5,2,0,1,4.476923076923077,1,7,17,9,65
981,4,0,5,0,8,9,2,0,1,11,8,0,3,0,0,16,3,0,0,0,4,0,5,0,2,0,6,5,0,0,4,4.962264150943396,0,7,13,4,53
982,18,3,15,3,24,9,4,0,0,20,18,0,7,0,0,30,15,1,0,2,10,0,8,29,7,2,3,1,0,0,1,4.534883720930233,0,19,19,12,129
983,4,1,7,0,15,4,1,0,3,19,0,0,2,0,0,15,10,0,0,0,12,0,17,0,2,0,6,2,0,0,0,4.982456140350878,0,1,10,7,57
984,3,1,11,2,11,2,0,0,0,15,5,0,3,0,0,11,6,0,0,1,3,0,1,12,4,1,0,0,0,0,0,5.304347826086956,0,3,17,9,46
985,16,0,22,3,30,15,0,1,2,46,20,0,9,0,0,39,13,0,0,5,7,0,9,38,5,3,6,5,0,0,3,4.980769230769231,1,22,18,13,156
986,11,0,8,1,16,4,0,0,1,22,6,0,3,0,0,23,12,0,0,1,8,0,9,18,4,3,0,3,0,0,4,5.142857142857143,1,7,13,6,70
987,8,0,11,0,13,11,1,1,2,23,9,0,7,0,0,20,5,1,0,0,2,0,4,15,1,0,5,0,0,0,1,4.659090909090909,0,12,19,15,88
988,13,7,16,0,22,6,0,0,1,42,15,0,8,0,0,22,10,0,1,1,2,0,3,14,1,1,5,5,0,1,3,4.5,1,24,14,11,122
989,4,1,2,1,3,5,0,0,0,7,5,0,2,0,0,8,3,0,0,0,1,0,0,5,2,0,3,0,0,0,0,4.131578947368421,0,8,11,3,38
990,2,1,4,1,5,0,0,1,1,9,3,0,4,0,0,6,2,0,0,0,3,0,3,1,0,0,0,4,0,0,0,4.866666666666666,0,2,13,5,30
991,5,0,14,2,9,6,2,0,0,15,9,0,5,0,0,17,4,0,0,1,6,1,4,19,2,0,1,0,0,0,4,4.884057971014493,0,15,16,8,69
992,8,3,29,0,29,13,0,0,2,47,9,0,6,0,0,24,10,1,1,1,8,0,7,17,3,6,2,4,1,1,3,4.779661016949152,2,21,16,5,118
993,2,1,5,0,16,2,0,1,0,20,7,0,2,0,0,13,1,0,0,0,6,0,6,0,4,1,9,7,0,0,1,5.375,0,6,17,7,56
994,2,1,7,0,6,4,1,0,0,16,3,0,4,0,0,24,7,0,0,1,4,0,3,12,1,0,2,1,0,0,0,4.346938775510204,0,3,15,7,49
995,4,1,17,0,10,12,0,0,3,25,6,0,7,0,0,17,5,0,0,2,11,0,10,12,2,3,1,2,0,0,2,4.816091954022989,0,3,15,9,87
996,7,0,1,0,5,4,0,0,0,7,0,0,1,0,0,9,2,0,0,0,2,0,2,8,2,1,1,0,0,0,0,4.111111111111111,0,6,10,3,27
997,22,10,26,0,20,5,0,0,1,40,15,0,6,0,0,49,8,0,0,1,8,0,6,35,2,1,4,0,0,0,0,4.597014925373134,0,19,17,5,134
998,7,0,6,0,15,8,0,0,3,13,2,0,6,0,0,13,9,0,0,0,4,0,6,4,3,1,6,3,0,1,0,6.09433962264151,1,1,10,9,53
999,6,2,18,0,14,9,0,0,1,28,7,0,10,0,0,21,13,0,0,3,10,0,6,20,2,6,2,1,0,3,0,4.771428571428571,3,6,18,17,105
1000,12,2,28,1,20,10,1,1,2,47,17,0,5,0,0,29,25,0,0,3,7,0,16,9,5,3,12,8,0,1,2,4.934523809523809,2,12,19,20,168
1001,7,5,8,0,18,4,1,0,1,16,2,0,11,0,0,27,10,0,0,2,7,0,10,17,4,1,2,2,0,0,3,4.1477272727272725,0,8,20,10,88
1002,4,0,16,0,15,4,0,1,3,27,16,0,2,0,0,22,6,0,0,1,0,0,3,13,0,10,4,4,0,2,1,4.945054945054945,3,15,24,21,91
1003,5,1,8,0,2,5,0,0,1,13,1,0,5,0,0,10,5,0,0,0,3,0,5,8,1,1,2,0,1,0,0,4.354166666666667,0,4,12,6,48
1004,10,2,21,0,31,12,1,1,4,45,19,0,10,0,0,49,12,0,0,1,12,0,15,24,6,5,14,8,0,2,3,4.968253968253968,4,26,24,26,189
1005,1,1,15,0,19,14,0,2,5,21,12,0,2,0,0,46,15,0,0,1,12,0,15,34,5,0,5,0,0,3,4,4.2785714285714285,3,5,24,28,140
1006,7,3,24,0,18,2,0,0,2,29,39,0,2,0,0,23,7,0,1,1,15,0,9,10,1,0,4,4,2,1,2,4.903846153846154,1,25,22,21,156
1007,9,1,12,1,11,6,0,0,0,21,14,0,4,0,0,25,10,0,0,0,10,0,6,23,4,1,1,0,1,0,1,5.048780487804878,1,23,16,10,82
1008,9,3,8,0,16,6,1,0,0,26,6,0,4,0,0,32,17,0,0,2,4,0,4,22,3,2,9,0,1,0,3,5.0,1,6,17,15,94
1009,9,1,9,0,11,6,0,1,1,25,3,0,0,0,0,35,9,0,0,3,6,0,6,24,2,0,3,2,2,1,1,4.557894736842106,2,4,17,10,95
1010,4,0,11,0,8,1,0,0,1,7,21,0,4,0,0,8,2,0,0,0,5,0,5,8,1,0,1,1,1,0,1,4.895833333333333,1,20,10,5,48
1011,4,2,12,1,12,17,1,0,0,14,7,0,15,0,0,27,12,1,0,3,11,0,10,17,4,6,4,3,0,2,4,4.981981981981982,2,3,22,17,111
